Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
"Lawrence Earley Construction, Inc.",1510 Jones Rd,Jacksonville,FL,32220,United States,(904) 207-0255,https://www.homebuilderjacksonville.com/,l.earley@homebuilderjacksonville.com,,Contractor,"Earley Construction guarantees the highest quality work for the best prices. We use quality materials and better building practices to ensure a job well done. Customer satisfaction is our priority. We offer written warranties on all of our services. For home safety products, we offer a lifetime warranty.",$2.1 M,9,2005,"15,152","23,236",https://www.linkedin.com/company/lawrence-earley-construction-inc.,https://www.facebook.com/sitepad,https://x.com/sitepad_editor,https://www.instagram.com/sitepad,,30.340956,'-81.807542,,,,
Lcg Roofing,450-106 State Rd 13 N #305,St Johns,FL,32259,United States,(904) 222-1217,https://lcgroofing.com/,,,Roofing contractor,"Let LCG Roofing take care of your ROOFING needs! LCG, the innovative and reliable roofing experts, are here to provide you with unmatched service and quality.",,,,,,https://www.linkedin.com/company/lcg-roofing,,,,,30.1193922,'-81.6269694,,,,
"Leaf It To Us Gutters, Llc",419 Bowles St,Neptune Beach,FL,32266,United States,(904) 206-7632,https://www.leafittousgutters.com/,,,Gutter cleaning service,Whenever youre looking for a trusted Gutters Jacksonville then just call our team and well be there to help you. Call us now!,,,,,,,,,,,30.3127062,'-81.3973968,,,,
Leaffilter Gutter Protection,11651 Central Pkwy Unit 117,Jacksonville,FL,32224,United States,(904) 449-7202,https://www.leaffilter.com/locations/florida/jacksonville/,media@leaffilter.com,,Gutter cleaning service,"LeafFilter is a home improvement company that provides gutter protection to customers throughout the US. It is a brand of Leaf Home Solutions, and is headquartered in Hudson, Ohio.",$340.4 M,"1,044",2005,"17,176","23,238",https://www.linkedin.com/company/leaffilter-north-inc,https://www.facebook.com/LeafFilter,https://www.x.com/leaffilter,https://www.instagram.com/leaffilter,https://www.youtube.com/user/LeafFilter1,30.2825779,'-81.5176115,Scott,Garbe,Vice President of Installation,sgarbe@leaffilter.com
"League Roof Restoration, Llc",13656 Covington Creek Dr,Jacksonville,FL,32224,United States,(904) 451-2016,https://leagueroofrestoration.com/,,,"Roofing contractor, Waterproofing service",,,,,,,,,,,,30.3035398,'-81.4478458,,,,
Leathermen Home Improvements,4940 Emerson St,Jacksonville,FL,32207,United States,(912) 675-5459,https://www.leathermenhomeimprovements.com/,,,Roofing contractor,"Leathermen Home Improvement is a proud veteran-owned business providing high-quality roofing, siding, gutters, fencing, and full-scale interior and exterior renovations. Known for our craftsmanship and integrity, we help homeowners enhance and protect their properties with dependable service and lasting results.",,3,,,,,,,,,30.2915628,'-81.6138718,,,,
Lee & Cates Surface Cpr,848 Houston St,Jacksonville,FL,32204,United States,(904) 899-6740,https://www.surfacecpr.com/,sales@surfacecpr.com,,"Roofing contractor, Flooring contractor, Gutter cleaning service, Pressure washing service","Our Exterior Cleaning Company in Jacksonville, FL, Restores & Protects Surfaces. From grime and mildew on your siding to moss taking over your roof, keeping everything spotless can feel like a never-ending battle. Fortunately, Lee & Cates Surface CPR has the expertise to restore and protect various home surfaces, from wood to tile and metal to glass.",,3,2024,,,,https://www.facebook.com/surfacecpr,,https://www.instagram.com/surfacecpr,,30.3290467,'-81.6682125,,,,
Legion Roofing & Construction Llc,12724 Gran Bay Pkwy Suite 410,Jacksonville,FL,32258,United States,(904) 612-3599,https://legionroofingfla.com/,website@legionroofingfla.com,,Roofing contractor,"At Legion Roofing our mission is to build long term relationships with our community in Orlando, Kissimmee, and Saint Cloud. We are a licensed roofing company, workers comp insurance, and provide amazing warranty as a local family owned roofing company.",,4,2019,"17,176","23,238",https://www.linkedin.com/company/legion-roofing-and-construction-llc,,,,,30.1395695,'-81.5319168,Ian,Lloyd,President,ian@legionroofingfla.com
Lighthouse Building Services,6180 Bowdendale Ave,Jacksonville,FL,32216,United States,(904) 206-7249,http://lbsrenovations.com/,projects@jaxlbs.com,Unknown,"Roofing contractor, HVAC contractor, Plumber, Construction company, Septic system service","Lighthouse Building Services is a professional contractor based in Jacksonville, FL, specializing in roofing, plumbing, heating and air conditioning, and custom home renovations. Their experienced team provides a variety of services, including inspections, repairs, and installations for both residential and commercial clients.",$319 K,3,2007,"73,734","56,561",https://www.linkedin.com/company/jaxlbs,https://www.facebook.com/lighthousebuildingservices,https://www.x.com/lbsrenovation,,,30.2572346,'-81.6095465,,,,
Lloyd's Construction & Consulting,11633 Philips Hwy,Jacksonville,FL,32256,United States,(904) 683-4468,https://lloydsconstruction.net/,kayla@lloydsconstruction.net,,"Construction company, Contractor","At Lloyds Construction and Consulting, we are committed to providing first-class construction services that exceed client expectations. With integrity, innovation, and excellence at our core, we strive to build lasting relationships and deliver exceptional quality in every project we undertake.",$1.4 M,12,2011,"15,154","23,236",https://www.linkedin.com/company/lloyd's-construction-and-consulting-llc,https://www.facebook.com/people/Lloyds-Construction-and-Consulting-LLC/100090111125432,https://www.dropbox.com/scl/fo/l6kivs041tudyjo8fpm46/h,https://www.instagram.com/LloydsConstruction,,30.1588053,'-81.5318863,Heather,Knight,Assistant Office Manager,heather@lloydsconstruction.net
Lopez Roofing & Construction,445 Cheryl Ct,Jacksonville,FL,32259,United States,(904) 385-1062,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.119931,'-81.6327255,,,,
Lozano Roofing & Repair,6672 Banbury Rd,Jacksonville,FL,32211,United States,(386) 348-3759,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3385672,'-81.589411,,,,
M Daigle & Sons Construction,4032 N Liberty St,Jacksonville,FL,32206,United States,(904) 334-4765,http://www.mdaigleandsons.com/,m.daigle@mdaigleandsons.com,,General contractor,"M. Daigle & Sons specializes in home remodeling and contracting services, offering solutions such as sunrooms, glass rooms, screen enclosures, and siding. Their focus is on quality craftsmanship and customer service, ensuring that renovation projects meet client needs.",$1.4 M,13,2010,"17,176","23,238",,https://www.facebook.com/mdaigleandson,https://www.x.com/mdaigleandsons,,,30.3626995,'-81.6492738,,,,
M Gay Constructors Inc,11901 Industry Dr,Jacksonville,FL,32218,United States,,,,,"General contractor, Electrician",,,,,,,,,,,,30.4521101,'-81.6263638,,,,
Mack Brothers Building Contractors,1546 Girvin Rd,Jacksonville,FL,32225,United States,(904) 220-2500,https://www.mackbrosbc.com/,,,Roofing contractor,"Mack Brothers Building Contractor, established in 1957, specializes in a variety of construction services including kitchen and bathroom renovations, room additions, and commercial projects such as offices and restaurants. With a strong reputation built through word of mouth in Jacksonville, Florida, they are dedicated to transforming client visions into reality while enhancing property value and quality of life.",$1.8 M,8,1957,"15,152","23,236",https://www.linkedin.com/company/mack-brothers-building-contractors-inc.,,,,,30.3527893,'-81.4620633,,,,
Mana Roofing,1739 Forest Lake Cir E Apt 1,Jacksonville,FL,32225,United States,(904) 414-5504,,,,Roofing contractor,,,,,,,,,,,,30.3563115,'-81.48455,,,,
Martin Home Exteriors,245 Riverside Ave Suite 100,Jacksonville,FL,32202,United States,(904) 737-5009,https://www.martinhomeexteriors.com/,admin@mhejax.com,,"Siding contractor, General contractor, Window installation service","Martin Home Exteriors has been a trusted licensed general contractor in Jacksonville since 1995, specializing in exterior remodeling services such as siding, windows, sunrooms, and patios. The company focuses on enhancing the beauty and functionality of homes while ensuring energy efficiency and durability.",$1.4 M,7,1995,"17,176","23,238",https://www.linkedin.com/company/martinhomeexteriors,https://facebook.com,,https://www.instagram.com/martinhomeexteriors,,30.3213154,'-81.6723087,Pressley,Martin,Marketing,martin@martinhomeexteriors.com
Massey Roofing & Contracting,10048 103rd St,Jacksonville,FL,32210,United States,(904) 248-1133,https://masseycontractingfl.com/roofers-jacksonville-fl/,info@masseycontractingfl.com,Unknown,"Roofing contractor, General contractor, Gutter service, Siding contractor","Massey Roofing Services is your trusted local roofing company serving Jacksonville and St. Petersburg, Florida. We specialize in high-quality roofing services, including repairs, replacements, and new installations, tailored to meet your unique needs.",,3,,,,,https://www.facebook.com/masseyroofingservicesllc,,https://www.instagram.com/masseyroofingsrvcs.llc,,30.2469729,'-81.8246416,,,,
Master Roofing,5960 Beach Blvd,Jacksonville,FL,32207,United States,(386) 342-4668,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2921626,'-81.6023667,,,,
Master Roofing & Chimneys Repair Service Llc,7031 Salamanca Ave,Jacksonville,FL,32217,United States,(904) 902-4251,,,,General contractor,,,,,,,,,,,,30.2469102,'-81.6341566,,,,
Mathieu Builders,14230 Saybrook Falls Ct,Jacksonville,FL,32224,United States,(904) 813-3661,,,,"Roofing contractor, Custom home builder, Home builder, Kitchen remodeler, Construction company",,,,,,,,,,,,30.2915053,'-81.4431988,,,,
Maven Construction & Environmental,6550 St Augustine Rd,Jacksonville,FL,32217,United States,,https://www.mavenconstructionllc.com/,contact@mavenconstructionllc.com,Unknown,Construction company,"Maven Construction & Environmental, LLC (Maven) is a General Contractor with strong self-performance in roof repair/replacement; Pre Engineered Metal Building installation; facility maintenance and repair; Electrical, Lightning Protection, and HVAC; civil/site/horizontal construction; and demolition and environmental services.",$11.7 M,21,2008,"15,154","23,236",https://www.linkedin.com/company/maven-construction-&-environmental-lcl,https://www.facebook.com/mavenconstruction,https://www.x.com/mavencontractor,,,30.2547712,'-81.6266616,Charles,Adkinson,Project Manager,charles.adkinson@mavenconstructionllc.com
Maxwallpro Llc,10151 Deerwood Park Blvd #250,Jacksonville,FL,32256,United States,(855) 629-9255,https://www.maxwallpro.com/,info@maxwallpro.com,Unknown,"Siding contractor, Contractor, Gutter service, Home help, Home improvement store, Home inspector, Insulation contractor, Metal fabricator, Steel distributor, Steelwork design service","Since 1986 MAXWALLPRO LLC has been serving discriminating homeowners with its exterior home improvement systems. We are highly skilled metal smiths who specialize in the installation of energy efficient metal siding, Radiant Barrier Insulation, and Rain Removal Systems.",<$5 M,<25,1986,"17,176","23,238",,https://www.facebook.com/maxwallprollc,https://x.com/maxwallprollc,,,30.2413691,'-81.5491141,,,,
Maxwell Roofing Company,705 3rd St N,Jacksonville Beach,FL,32250,United States,(904) 227-4733,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2950665,'-81.3928112,,,,
Mc Farland Builders Inc,5866 Blanding Blvd,Jacksonville,FL,32244,United States,(904) 777-6003,https://www.general-contractor-jacksonville.com/,mcfarlandbuilder@bellsouth.net,Unknown,General contractor,"McFarland Builders Inc. is a general contractor based in Jacksonville, FL, specializing in residential and commercial construction services. Established in 1992, the company offers a range of services including new home construction, kitchen and bathroom remodeling, room additions, and storm damage repairs.",$1.3 M,6,1992,"15,152","23,236",https://www.linkedin.com/in/roger-mcfarland-20b2b423,https://www.facebook.com/p/McFarland-Builders-Inc-100083304834928,https://x.com/McFarlandBuild,,,30.2422408,'-81.7424917,,,,
Mcbride & Sons Roofing,6424 Beach Blvd,Jacksonville,FL,32216,United States,(386) 342-4925,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.2902914,'-81.5951307,,,,
Mccurdy Walden Inc,230 Industrial Loop S,Orange Park,FL,32073,United States,(904) 783-9000,https://mccurdywalden.com/,tom@mccurdywalden.com,,Roofing contractor,"McCurdy-Walden, Inc. is a full-service commercial roofing contractor located in Northeast Florida, specializing in a variety of roofing systems since 1986. The company offers services such as roof replacements, waterproofing, roof repairs, and industrial flooring for commercial properties throughout North Florida and South Georgia.",$5.5 M,22,1986,"17,176","23,238",,https://www.facebook.com/MccurdyWalden,,https://www.instagram.com/mccurdywalden,,30.1792319,'-81.7127773,Michael,Kerr,"Director, Business Development",michael@mccurdywalden.com
Mccurdy-walden Inc,5267 Commonwealth Ave,Jacksonville,FL,32254,United States,,http://www.mccurdywalden.com/,tom@mccurdywalden.com,,Roofing contractor,"McCurdy-Walden, Inc. is a full-service commercial roofing contractor located in Northeast Florida, specializing in a variety of roofing systems since 1986. The company offers services such as roof replacements, waterproofing, roof repairs, and industrial flooring for commercial properties throughout North Florida and South Georgia.",$5.5 M,22,1986,"17,176","23,238",,https://www.facebook.com/MccurdyWalden,,https://www.instagram.com/mccurdywalden,,30.336484,'-81.7369995,Michael,Kerr,"Director, Business Development",michael@mccurdywalden.com
Mcelfresh Roofing And Solar,2864 Moody Ave,Orange Park,FL,32073,United States,(904) 375-1180,https://mcelfreshroofing.com/,brad@mcelfreshroofing.com,,Roofing contractor,"McElfresh Roofing and Solar specializes in providing roofing installation and upgrades, ensuring that homes are well-protected against the elements. They offer a variety of roofing options, including environmentally friendly choices, and emphasize the importance of proper maintenance to prevent future issues.",$1.6 M,6,,"17,176","23,238",https://www.linkedin.com/company/mcelfresh-roofing-and-solar,https://www.facebook.com/103689339133369,https://www.x.com/mcelfreshroof,https://www.instagram.com/mcelfreshroofandsolar,https://www.youtube.com/channel/UCs9YofXlJ4JQa9M-Fe6NH0Q,30.1475815,'-81.7510851,Chrissa,Mcelfresh,'--,chrissa.mcelfresh@mcelfreshroofing.com
Mcguire Family Roofing,2670 Phyllis St,Jacksonville,FL,32204,United States,(386) 342-4958,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3199397,'-81.6959627,,,,
Mediterranean Construction & Roofing Inc,9556 Historic Kings Rd S Unit 416,Jacksonville,FL,32257,United States,(904) 885-0057,https://www.medconstructioninc.com/,stavrosmedroof@gmail.com,Unknown,"Roofing contractor, Construction company, Custom home builder","Discover our trusted roofing and contracting services, where we prioritize transparency with upfront pricing. Our commitment to quality and customer satisfaction sets us apart. Explore more about what we offer and how we can assist you! Serving Jacks",,,,,,,https://facebook.com/medconstroof,,,,30.2039258,'-81.5786094,,,,
